"","gene_index","negative_log_likelihood","mu","k1","k2","t0","phi","sd","alpha","beta","t0_lower","t0_upper","t0_std","k1_lower","k1_upper","k1_std","k2_lower","k2_upper","k2_std","mu_lower","mu_upper","mu_std","Fisher","Transform","Design_para"
"1","CCL5",191663.614922355,11.1380247912199,7.88028064445111,0.91177344976451,0.791502479319743,NA,NA,NA,NA,0.772,0.811,0.0100084042971812,7.058,8.702,0.419457824734761,-0.969,2.793,0.959680575746828,10.882,11.395,0.130874958652138,"Non-singular",0,NA
"2","CXCL10",169693.35840971,6.12024841025514,1.75802258978435,8.72627093730052,0.556521897731939,NA,NA,NA,NA,0.522,0.591,0.0174467888052657,1.178,2.338,0.296101676455746,6.54,10.913,1.11561588836285,5.964,6.277,0.0798604140019452,"Non-singular",0,NA
"3","LYZ2",211794.399550507,11.0788787379688,0.354092717671529,16.5227298021244,0.57452791074803,NA,NA,NA,NA,0.559,0.59,0.007944606667196,0.162,0.547,0.0982556139299386,14.282,18.763,1.14302443641955,10.912,11.246,0.0850506081548874,"Non-singular",0,NA
"4","CCL4",169221.22588238,5.79651123589108,1.27019043745456,5.86311589120937,0.517021652050192,NA,NA,NA,NA,0.472,0.562,0.0229139368385608,0.607,1.934,0.338537535929083,4.198,7.528,0.849524112159385,5.638,5.955,0.080879911762008,"Non-singular",0,NA
"5","IL12B",156946.131488272,7.44579811368891,3.77157944535174,99,0.933018752164232,NA,NA,NA,NA,0.902,0.964,0.015791413155303,3.336,4.208,0.222478746934764,-31.243,229.243,66.4507384020976,7.194,7.698,0.128720130244292,"Non-singular",0,NA
"6","CCL22",127258.996043704,4.62219666745763,0.244356849461602,42.6379267758821,0.58318025590031,NA,NA,NA,NA,0.559,0.607,0.0122048704280519,-0.178,0.667,0.2154816822101,29.396,55.88,6.75604036404761,4.454,4.791,0.0858913759965493,"Non-singular",1,NA
"7","IL1B",170200.838119889,8.06782393267991,1.10597427216539,5.78637478335495,0.542443058449833,NA,NA,NA,NA,0.507,0.578,0.0179822544548216,0.687,1.525,0.213562427106195,4.423,7.15,0.695758594517269,7.911,8.224,0.0798032463978669,"Non-singular",0,NA
"8","LYZ1",136847.996603303,8.95833446479727,0.564609420947605,10.8275044330736,0.547951793717723,NA,NA,NA,NA,0.525,0.571,0.0115965559239732,0.275,0.854,0.147879697498385,8.998,12.657,0.933209773828601,8.792,9.125,0.0850048318470194,"Non-singular",0,NA
"9","GM11428",217634.975046989,10.6510350597378,0.175540803792349,36.6326573730378,0.62308309821177,NA,NA,NA,NA,0.611,0.635,0.00612873606803865,0.024,0.327,0.0774063576900616,31.24,42.025,2.75127943014612,10.487,10.815,0.0835344292315907,"Non-singular",0,NA
"10","H2-AA",64580.3078060044,4.17377087374649,1.4434566888911,24.7283442083532,0.610439550759496,NA,NA,NA,NA,0.579,0.642,0.0160879561365025,0.892,1.995,0.2816000206607,16.922,32.535,3.98287504689904,4.015,4.333,0.0811209895832609,"Non-singular",1,NA
"11","CCR7",110664.011132158,8.94311430809178,0.323060697646312,-8.86296023752944,0.468967402242819,NA,NA,NA,NA,0.466,0.472,0.00174555539101211,0.008,0.638,0.160859958056442,-9.041,-8.685,0.0908815368033909,8.906,8.98,0.0186945453303508,"Non-singular",1,NA
"12","H2-EB1",77610.6141455931,4.37206526498344,2.77074648931062,28.0407300794784,0.547389446289588,NA,NA,NA,NA,0.523,0.572,0.0126399492435252,1.925,3.617,0.431630345787808,20.514,35.568,3.84021932415207,4.203,4.541,0.086094618013582,"Non-singular",1,NA
"13","RSAD2",123627.148509593,7.42470391612698,35.6222123227652,2.16700758463901,0.540845159826428,NA,NA,NA,NA,0.526,0.555,0.00732742265826184,29.245,41.999,3.25345031757015,1.67,2.664,0.253550705273414,7.235,7.614,0.0965967193581613,"Non-singular",0,NA
"14","CCL17",47406.9290934442,3.99887420335308,3.13252918838446,3.50436422303721,0.519127990747622,NA,NA,NA,NA,0.452,0.587,0.0344479007266807,1.559,4.706,0.802652770369281,1.936,5.073,0.800189454022749,3.854,4.144,0.0738857097821521,"Non-singular",1,NA
"15","IFITM3",127500.984063167,7.78977583849564,0.965932252384911,56.4421109310475,0.945170381282728,NA,NA,NA,NA,0.88,1.01,0.0332212762676622,0.779,1.153,0.0953648415128225,-119.66,232.544,89.8481457684602,7.581,7.998,0.106376458166669,"Non-singular",0,NA
"16","EAR2",122009.591210588,7.29593317083994,9.02418359282115,2.22448058607163,0.270412962874204,NA,NA,NA,NA,0.233,0.308,0.0192229412001032,3.468,14.58,2.83457828658577,1.873,2.576,0.179253113258777,7.123,7.468,0.0880435953229567,"Non-singular",0,NA
"17","IL6",141026.799867749,6.28564842663789,1.00372135208267,5.72544277968779,0.751123972813471,NA,NA,NA,NA,0.685,0.817,0.0336917610853512,0.69,1.317,0.159943405157524,0.745,10.706,2.54118145628188,6.129,6.443,0.0801143862360219,"Non-singular",0,NA
"18","SPP1",110095.572842581,6.9013971450816,7.66013001038837,2.08584031264841,0.227164205701638,NA,NA,NA,NA,0.179,0.276,0.0246765896836086,0.319,15.001,3.74548612092314,1.715,2.457,0.189206535731091,6.708,7.095,0.0985834948942284,"Non-singular",0,NA
"19","CXCL3",106228.277849644,4.37629313803817,0.507475612169567,23.9472257124459,0.636557804737638,NA,NA,NA,NA,0.603,0.67,0.0172509351703113,0.13,0.885,0.192703862842781,15.781,32.113,4.16636961876747,4.218,4.535,0.0807542458800743,"Non-singular",0,NA
"20","H2-AB1",59270.5668440247,4.47892805519991,4.65314324056196,17.2946599685857,0.524576700847217,NA,NA,NA,NA,0.498,0.551,0.01347995519673,3.42,5.887,0.629329480194415,13.287,21.302,2.04459576312073,4.314,4.644,0.0842374369868579,"Non-singular",1,NA
"21","IL1A",115413.686960598,6.58397550290926,2.59681051641224,3.28163378059262,0.402622299736728,NA,NA,NA,NA,0.357,0.448,0.0233888675535343,1.127,4.067,0.75009159589726,2.537,4.026,0.379946861907372,6.418,6.75,0.0847605817054547,"Non-singular",0,NA
"22","CCL3",129287.457967745,6.49512363816289,12.6122548061702,0.868566296391322,0.217051093002072,NA,NA,NA,NA,0.16,0.274,0.0291864819941806,0.345,24.88,6.25891860987984,0.665,1.072,0.103671226141138,6.34,6.65,0.0791371770249833,"Non-singular",0,NA
"23","CD14",134159.138247733,6.70306281923818,0.108828332368835,-5.57920349867851,0.752354773693001,NA,NA,NA,NA,0.735,0.769,0.00865682770263163,0.002,0.216,0.0544289711455486,-6.364,-4.795,0.400283146730056,6.634,6.772,0.0351447441571755,"Non-singular",0,NA
"24","H2-M2",110827.321592937,5.73051121993736,0.534188093110587,8.95393377990539,0.973869099380903,NA,NA,NA,NA,0.686,1.262,0.146770542811217,0.174,0.895,0.183842703136924,-445.673,463.58,231.952279336306,5.399,6.062,0.168999498010903,"Non-singular",0,NA
"25","CCL6",181665.309029147,10.2765633138979,2.2023665880381,2.06480074110952,0.326295816029225,NA,NA,NA,NA,0.285,0.368,0.0211020337911135,0.674,3.731,0.779821212699802,1.718,2.412,0.176995767713822,10.092,10.461,0.0942753522421414,"Non-singular",0,NA
"26","CXCL1",97646.7078984837,5.23946952858566,52.8507741281406,2.52239955195542,0.126764895181528,NA,NA,NA,NA,0.078,0.176,0.0250113699965643,-12.807,118.509,33.4991136173707,2.111,2.934,0.209842226548988,5.007,5.472,0.118501046474379,"Non-singular",0,NA
"27","AW112010",176521.813301345,9.41895378961381,1.90524234998643,6.55207293606309,0.759836018746963,NA,NA,NA,NA,0.726,0.794,0.0171986456299361,1.617,2.194,0.147085710646242,3.253,9.851,1.68327957985113,9.246,9.592,0.0881777023152619,"Non-singular",0,NA
"28","MX1",95197.9507188598,7.53803490721911,1.59202332721229,9.33655363453483,0.947569181595551,NA,NA,NA,NA,0.861,1.034,0.0441295012870122,1.214,1.97,0.193024920184785,-72.445,91.118,41.7252796874919,7.214,7.863,0.165556061795092,"Non-singular",0,NA
"29","CD74",45047.8252110195,4.57401374026651,4.17713230041922,27.1982412073069,0.541086364964991,NA,NA,NA,NA,0.518,0.564,0.0116308718559599,3.153,5.201,0.522384209917645,20.432,33.965,3.45232962461133,4.404,4.744,0.0867203358629025,"Non-singular",1,NA
"30","IFIT1",106910.433246368,6.65360331972199,1.36172367870119,12.3855574189322,0.802804156294453,NA,NA,NA,NA,0.761,0.845,0.0215313277810015,1.09,1.634,0.138840082822106,3.742,21.029,4.4098040387619,6.492,6.815,0.0823385377531441,"Non-singular",0,NA
"31","IRG1",112474.44292849,7.05925391260227,5.91103351204828,10.4604081201758,0.560788527468075,NA,NA,NA,NA,0.54,0.582,0.0106686484880824,4.93,6.892,0.500391018200162,8.622,12.298,0.93776160196323,6.897,7.221,0.0825598423869287,"Non-singular",0,NA
"32","CD40",95934.776346829,6.88801705509219,3.22193455511433,0.109647374177819,0.767661045477281,NA,NA,NA,NA,0.713,0.822,0.0277105031288626,2.524,3.92,0.356213862172288,-2.082,2.302,1.11831496237667,6.641,7.135,0.125853041820227,"Non-singular",0,NA
"33","MMP12",141500.567479316,7.89940117475276,0.155073305048079,15.379987254873,0.609609097309479,NA,NA,NA,NA,0.585,0.634,0.0124935991593727,-0.061,0.372,0.110491871272343,12.081,18.679,1.68340521703535,7.737,8.061,0.0826276462610382,"Non-singular",0,NA
"34","IFIT3",91080.5313725963,6.02066182715152,8.22531316550018,0.354723806119948,0.654794059753387,NA,NA,NA,NA,0.62,0.69,0.0178475288112266,6.555,9.896,0.852343542302814,-0.606,1.315,0.489966319868283,5.8,6.241,0.112607282907318,"Non-singular",0,NA
"35","CHI3L3",84377.0853073211,5.19507365863908,4.18234150788362,1.38664383477939,0.268768037449239,NA,NA,NA,NA,0.181,0.356,0.0445647825002365,-1.855,10.219,3.08014149640144,0.938,1.835,0.228746324722518,5.021,5.369,0.0887793211261478,"Non-singular",0,NA
"36","IFIT2",78833.181279303,6.57297223542109,17.8375603796712,0.392524638202788,0.609569079018709,NA,NA,NA,NA,0.587,0.632,0.011318115124886,14.521,21.154,1.69221173063949,-0.24,1.026,0.322958242989334,6.365,6.781,0.106277006344041,"Non-singular",0,NA
"37","USP18",88701.6278249005,7.61752719401743,1.39540047452811,39.1560650419081,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",0,NA
"38","IL1RN",121467.108806567,7.01460577639901,2.14112576262824,4.09550711417507,0.491390966263002,NA,NA,NA,NA,0.45,0.532,0.0209330521245932,1.322,2.96,0.417702178223507,3.084,5.107,0.516090472325424,6.862,7.168,0.0781018139638101,"Non-singular",0,NA
"39","TPT1P",91074.8775812846,7.39733723135486,0.316462296075557,56.1286496978608,0.729696780684971,NA,NA,NA,NA,0.712,0.747,0.00901091894301928,0.165,0.468,0.0774832486178461,40.3,71.957,8.0758745088279,7.236,7.559,0.0822653477224739,"Non-singular",1,NA
"40","CXCL2",85264.5103812961,6.53771728434923,4.6754412752155,0.89073534566711,0.171385400188148,NA,NA,NA,NA,0.051,0.291,0.0612324588488973,-8.225,17.576,6.58197702271816,0.584,1.197,0.156406138961475,6.311,6.765,0.11576639019812,"Non-singular",0,NA
"41","TMEM176B",73406.1492559497,8.07651532755233,0.331514204925625,20.7424658045189,0.579291327257908,NA,NA,NA,NA,0.56,0.598,0.00960469771772814,0.076,0.587,0.130231387962864,17.12,24.364,1.84795158029039,7.91,8.244,0.0852040728860426,"Non-singular",1,NA
"42","MGL2",93439.2722164101,5.00017961310071,6.80830663281963,0.477417999551205,0.0670639431603434,NA,NA,NA,NA,-0.332,0.466,0.203609059337875,-127.378,140.994,68.4623112161684,0.07,0.885,0.207995006030943,4.606,5.394,0.200916091851743,"Non-singular",0,NA
"43","IFI47",72766.2994779565,7.11983205814684,1.36126955209654,18.9141700624617,0.965260958736212,NA,NA,NA,NA,0.863,1.068,0.0524125195003999,0.996,1.727,0.18637000031248,-210.15,247.979,116.869668487852,6.787,7.452,0.169636374686662,"Non-singular",0,NA
"44","CTSD",119702.899231636,7.70614144996061,0.472494887173561,2.5105953027414,0.442207463793825,NA,NA,NA,NA,0.38,0.505,0.0319135189172357,-0.161,1.106,0.323055533847816,1.747,3.274,0.389675054200465,7.532,7.88,0.0888349529370109,"Non-singular",0,NA
"45","MUCL1",134284.7279725,9.7262250797955,0.101864579930794,3.9866412796032,0.571387565468683,NA,NA,NA,NA,0.523,0.62,0.0246720149268609,-0.11,0.313,0.107857626206585,2.722,5.252,0.645405272716905,9.563,9.889,0.0830990703978509,"Non-singular",1,NA
"46","IFI204",77739.0892964416,7.39028625831697,5.19845190911487,1.39426209332765,0.624367138871699,NA,NA,NA,NA,0.589,0.66,0.0182685860010044,4.156,6.241,0.532095392022496,0.58,2.209,0.41555339774507,7.199,7.582,0.0975917277241169,"Non-singular",0,NA
"47","IFI205",84390.8594096678,6.38210291158116,8.41632498296495,1.40457231680521,0.583075075221353,NA,NA,NA,NA,0.552,0.614,0.0158536259505178,6.682,10.151,0.884801034765003,0.709,2.1,0.354966276078665,6.198,6.566,0.0938616699449447,"Non-singular",0,NA
"48","SDC4",118628.569931141,6.2121335166857,2.51009193475933,1.30197149919503,0.573303062645249,NA,NA,NA,NA,0.504,0.643,0.0355963029739189,1.511,3.509,0.509550555827664,0.445,2.159,0.437323966292704,6.052,6.372,0.0817778526278403,"Non-singular",0,NA
"49","FABP4",67738.1237365328,4.60253057991575,5.24922863305376,1.71695680873204,0.300515826921183,NA,NA,NA,NA,0.223,0.378,0.0394441139842905,-0.57,11.068,2.96898776525011,1.176,2.257,0.275743308982982,4.438,4.767,0.0838645588490421,"Non-singular",0,NA
"50","SAA3",48646.7439495813,3.58343891399244,6.29764434718109,13.2188229860937,0.699892167494356,NA,NA,NA,NA,0.66,0.74,0.0202772105432415,4.845,7.751,0.74135973743377,6.573,19.864,3.39064829418232,3.4,3.766,0.0933586007632788,"Non-singular",0,NA
"51","APOL7C",111129.99867554,9.28878179828274,-48.009529476223,0.0303797069946403,0.224279029690316,NA,NA,NA,NA,0.221,0.227,0.00149095614522678,-50.503,-45.516,1.27230779265151,-0.024,0.085,0.0276263978154642,9.226,9.351,0.0318348391949281,"Non-singular",1,NA
"52","CD69",93222.5173531355,5.62451926440289,1.18764436712381,4.95719508899998,0.683409743284328,NA,NA,NA,NA,0.614,0.752,0.0351872371252976,0.747,1.628,0.224667263087609,1.49,8.425,1.76912902270108,5.472,5.777,0.0779561830554071,"Non-singular",0,NA
"53","CLEC4N",114426.196014446,8.13232293872055,0.611228501789223,1.73280932064558,0.352054310021328,NA,NA,NA,NA,0.281,0.423,0.0361812577176149,-0.555,1.778,0.595095565663913,1.243,2.223,0.249994241101735,7.939,8.326,0.0988179558311709,"Non-singular",0,NA
"54","CD68",63237.7487223353,6.21611752954256,0.385912646245926,4.05838749396423,0.430822672563872,NA,NA,NA,NA,0.378,0.484,0.0270792547411739,-0.396,1.168,0.398943782390512,2.981,5.136,0.549784579406293,6.032,6.4,0.0937440449194106,"Non-singular",0,NA
"55","GM4902",63751.5287009066,6.82442894035892,1.53146085296063,26.2933774250858,0.912064709471433,NA,NA,NA,NA,0.848,0.976,0.0327487980677868,1.221,1.842,0.158249332342234,-29.629,82.216,28.531862286266,6.603,7.046,0.112815137265832,"Non-singular",0,NA
"56","2310016C08RIK",65300.8478934444,6.31901881690854,3.88950015179424,6.84402482849275,0.329871025397241,NA,NA,NA,NA,0.299,0.36,0.0155151932782119,1.472,6.307,1.23322134145021,5.748,7.94,0.559113786017905,6.114,6.524,0.104738842059093,"Non-singular",0,NA
"57","IFITM1",101620.376207214,8.85284137674686,0.00461423616834164,17.6994079650086,0.621311934804364,NA,NA,NA,NA,0.6,0.642,0.0107073732971759,-0.171,0.18,0.0895632605815795,14.258,21.141,1.75593249397389,8.69,9.015,0.0829733245798096,"Non-singular",1,NA
"58","FCGR3",59652.6621674009,6.30178079477237,0.173850232599836,2.0950047308786,0.309683137121335,NA,NA,NA,NA,0.229,0.39,0.0411621212061318,-1.693,2.041,0.952686138355534,1.468,2.722,0.319841140460798,6.08,6.524,0.113394759461158,"Non-singular",0,NA
"59","CLU",88908.4417948261,9.53589609685605,0.0837088207459722,11.4746233693227,0.597028269349006,NA,NA,NA,NA,0.573,0.621,0.0123354960947495,-0.103,0.27,0.0950359754416663,9.233,13.716,1.14364435156379,9.373,9.699,0.0831826480870091,"Non-singular",1,NA
"60","CMPK2",74966.7967702868,6.13300546921109,12.1086210982428,2.00011076434407,0.544420159810611,NA,NA,NA,NA,0.518,0.571,0.0133870704969636,9.628,14.589,1.26561542191845,1.352,2.649,0.330829426863443,5.957,6.309,0.0895797605729352,"Non-singular",0,NA
"61","STMN1",59316.8047102599,6.08978373096142,15.465280863167,4.1129349724139,0.127174591126211,NA,NA,NA,NA,0.076,0.179,0.0262196405240445,-11.873,42.804,13.9481131804851,3.387,4.839,0.370389901093481,5.756,6.423,0.170056736906245,"Non-singular",0,NA
"62","TNF",59892.5157282192,6.2600014012951,0.50680763257287,17.1620468755157,0.41173934223197,NA,NA,NA,NA,0.389,0.435,0.0118414078354593,-0.369,1.383,0.446927708763599,13.884,20.44,1.67237311977442,6.056,6.464,0.10403339045214,"Non-singular",0,NA
"63","SERPINB6B",68500.8524458335,7.94825812059667,0.108373093016144,7.14054410668554,0.561193796669986,NA,NA,NA,NA,0.525,0.598,0.0187084870964524,-0.161,0.378,0.137343076111193,5.342,8.939,0.917395392165097,7.782,8.115,0.0850153878429655,"Non-singular",1,NA
"64","ROGDI",76682.9659596724,7.17808116996702,0.498821488638605,18.2127960509458,0.600106387604685,NA,NA,NA,NA,0.577,0.623,0.011852471180003,0.225,0.772,0.139614543332936,14.384,22.041,1.95341119446913,7.016,7.34,0.0825951296190365,"Non-singular",1,NA
"65","LILRB4",94936.4861826322,7.49395595103282,0.0979940131398306,10.4028182887752,0.653252399906196,NA,NA,NA,NA,0.616,0.69,0.0189363893170225,-0.09,0.286,0.0957988775491258,6.935,13.87,1.76904436351479,7.335,7.653,0.0812167372328483,"Non-singular",0,NA
"66","1100001G20RIK",58350.8234608411,5.1470973965565,10.0958201007515,9.11611229893018,0.371507479614745,NA,NA,NA,NA,0.345,0.398,0.0135288875701812,6.486,13.706,1.84171022924558,7.555,10.677,0.796315553813402,4.964,5.33,0.0934647990647352,"Non-singular",0,NA
"67","MS4A6D",99861.4797539971,6.42740815880909,1.13396858818246,13.9885047696379,0.733908142945103,NA,NA,NA,NA,0.698,0.77,0.0182374993317017,0.87,1.398,0.134685884101348,7.688,20.289,3.21476080477817,6.27,6.585,0.080519530709075,"Non-singular",0,NA
"68","C1QB",72274.4398162935,4.59332063764286,0.0397021230730061,99,0.852639830768066,NA,NA,NA,NA,0.827,0.878,0.0129658265169833,-0.106,0.186,0.0745501664633973,38.321,159.679,30.9587164628003,4.439,4.747,0.0785037682740871,"Non-singular",0,NA
"69","NT5C3",75677.4030399677,7.06811503740528,1.2355203884165,12.9765768028469,0.891672401676344,NA,NA,NA,NA,0.817,0.967,0.0383053043849092,0.942,1.529,0.149975267473736,-15.057,41.01,14.3026377786828,6.857,7.279,0.107610141649631,"Non-singular",0,NA
"70","LY6E",63713.381886953,6.18413259556181,0.0403632476314057,65.8941014897594,0.772422217478061,NA,NA,NA,NA,0.754,0.791,0.0092333063045906,-0.104,0.184,0.0734376247177736,43.044,88.744,11.6582753723948,6.023,6.346,0.0824023834482132,"Non-singular",0,NA
"71","TARM1",83210.5123249215,4.87874928505776,0.117789129387287,0.0354969999699284,0.614058707999957,NA,NA,NA,NA,-1.092,2.32,0.87050165027178,-0.778,1.013,0.456941057221376,-0.972,1.043,0.513780301759392,4.701,5.056,0.0904438893531407,"Non-singular",0,NA
"72","TMEM176A",45948.9564026159,7.04925484125584,0.00116784186022033,12.9770027239593,0.611121520338405,NA,NA,NA,NA,0.58,0.642,0.0157549371790982,-0.229,0.231,0.117261800000955,9.618,16.336,1.71368228248348,6.887,7.212,0.0829124087974877,"Non-singular",1,NA
"73","TNFSF15",74923.8818967482,5.9574370955441,0.824021775365725,5.15494703660157,0.844194488627351,NA,NA,NA,NA,0.73,0.959,0.0583820589884266,0.502,1.146,0.164252270018121,-7.426,17.736,6.41878321414691,5.777,6.138,0.0921224535799952,"Non-singular",0,NA
"74","GSTM1",81755.2229768585,5.77851326851389,1.09194036982934,2.24702712896476,0.494533711811003,NA,NA,NA,NA,0.41,0.579,0.0430198999211223,0.237,1.947,0.436438281029394,1.18,3.314,0.544441435030275,5.629,5.928,0.076220563933793,"Non-singular",0,NA
"75","MGST1",55343.4516126267,5.92485313522988,7.16489579609544,2.19504898195589,0.270644960811552,NA,NA,NA,NA,0.22,0.321,0.0258215402887522,1.127,13.202,3.08038021750887,1.748,2.642,0.227990348509351,5.748,6.101,0.0900173496016879,"Non-singular",0,NA
"76","RTP4",64851.3548383608,6.07559607586671,9.07892858238014,0.518529852955876,0.504866171043299,NA,NA,NA,NA,0.469,0.541,0.018412882881232,6.638,11.52,1.24525333187566,0.125,0.912,0.200548878159844,5.905,6.246,0.0868110274082411,"Non-singular",0,NA
"77","NUDT17",34772.6385239559,7.26670056142759,0.0167650240278731,18.7245689860892,0.700263482630881,NA,NA,NA,NA,0.671,0.73,0.0149169958671673,-0.139,0.173,0.0795746986881169,12.593,24.856,3.12824875714032,7.107,7.426,0.0814618403450132,"Non-singular",1,NA
"78","NUPR1",70021.6541431706,4.95810655006192,1.57023964552293,6.59446555194364,0.594435890861595,NA,NA,NA,NA,0.541,0.648,0.0273135724667305,0.932,2.208,0.325564703869966,3.873,9.316,1.38855950239519,4.808,5.108,0.076431892847322,"Non-singular",0,NA
"79","INHBA",68682.1202716911,5.28036839472801,1.55459511068328,21.0496624978228,0.54933569540106,NA,NA,NA,NA,0.525,0.574,0.0125334695415431,0.972,2.137,0.29728058944419,16.291,25.808,2.42776662459608,5.112,5.448,0.0856539864978256,"Non-singular",0,NA
"80","CD83",126748.578904207,8.08240225392624,29.7942923082168,42.3585290047787,0.612976679484069,NA,NA,NA,NA,0.603,0.623,0.00488574035039384,26.167,33.422,1.850668658041,36.162,48.555,3.16145313085886,7.86,8.305,0.11367414280908,"Non-singular",1,NA
"81","IFI27L2A",109147.766207968,6.52217567808699,25.3402851493811,0.0904962215140978,0.0998607936614721,NA,NA,NA,NA,-0.111,0.311,0.107720886947285,-97.111,147.792,62.4751588771859,0.002,0.179,0.0451195440298994,6.367,6.677,0.0791468717868219,"Non-singular",0,NA
"82","RGS1",34455.8185327042,3.72320827466594,2.23694012866051,2.69646475921019,0.552311887617963,NA,NA,NA,NA,0.458,0.646,0.0479493136327407,0.859,3.615,0.70315627019339,0.887,4.506,0.923058260574853,3.58,3.866,0.0729736799302803,"Non-singular",1,NA
"83","CD53",62646.301997714,7.00617585737157,0.85304773922574,1.16871361687492,0.330999921738326,NA,NA,NA,NA,0.225,0.437,0.0542632656696179,-0.955,2.661,0.922516442461971,0.701,1.637,0.23873489085867,6.818,7.195,0.0961149601268391,"Non-singular",0,NA
"84","CLEC4E",82397.4019184334,5.96427383120176,0.900332296485079,4.3656330057653,0.592597581025219,NA,NA,NA,NA,0.528,0.657,0.032955021012598,0.432,1.369,0.239194678261954,2.3,6.431,1.05380371326181,5.816,6.113,0.0757465361252935,"Non-singular",0,NA
"85","CLEC7A",68552.5302156056,6.67132640015333,1.29716347273398,1.08608325729638,0.312382245686752,NA,NA,NA,NA,0.203,0.421,0.0555595995648826,-1.183,3.778,1.26548746182445,0.65,1.522,0.222359066656452,6.487,6.855,0.0939214602229835,"Non-singular",0,NA
"86","TNFSF9",120508.038199619,8.47907586930311,37.452714482403,0.307684109984044,0.587230501675308,NA,NA,NA,NA,0.574,0.6,0.00676545542645261,31.344,43.561,3.11645436753748,-0.11,0.725,0.213130382616265,8.273,8.685,0.104992710173752,"Non-singular",1,NA
"87","CYBB",78661.1916569931,6.93991943197261,2.96425567106053,0.599692810830557,0.311471671474332,NA,NA,NA,NA,0.209,0.414,0.0522430579138882,-0.718,6.646,1.87848457110389,0.337,0.862,0.133887203637022,6.793,7.087,0.0751291228685858,"Non-singular",0,NA
"88","TNFRSF9",58771.8649427879,7.45669537925808,0.0916294248167834,3.33969704129804,0.666917446264897,NA,NA,NA,NA,0.573,0.761,0.0479492019950133,-0.094,0.277,0.0945193778249056,0.681,5.998,1.35640947778505,7.302,7.612,0.0791411743815677,"Non-singular",1,NA
"89","ALOX5AP",70679.9660737992,6.83140287617528,1.21971918066968,1.08754052428934,0.385354628053977,NA,NA,NA,NA,0.28,0.491,0.0538828699436729,-0.304,2.744,0.777585153819162,0.588,1.587,0.254956485710867,6.673,6.99,0.0809588633804969,"Non-singular",0,NA
"90","CCL2",45472.4529605884,4.21554205676271,22.1670046928124,2.67295253427807,0.227283575884692,NA,NA,NA,NA,0.182,0.272,0.022943066740405,3.11,41.224,9.723101278225,2.161,3.185,0.261183910573359,4.043,4.388,0.0882380976498089,"Non-singular",0,NA
"91","FABP5",162019.571026082,6.54968994052013,0.0049507551890238,26.1345574279142,0.938714530253581,NA,NA,NA,NA,0.749,1.128,0.0967437985604595,-0.074,0.084,0.0404970038730491,-169.965,222.234,100.050699690178,6.397,6.703,0.0780754188452945,"Non-singular",0,NA
"92","1600029D21RIK",57619.4711811783,5.96721931157778,0.481240952592651,2.5886798209387,0.366464168007595,NA,NA,NA,NA,0.295,0.438,0.036707587652055,-0.842,1.804,0.675096541069963,1.802,3.375,0.401202842169472,5.771,6.164,0.100289771024281,"Non-singular",0,NA
"93","GBP2",81431.1988924233,6.6990653111912,2.0571160625677,0.0554915601105768,0.685319034705801,NA,NA,NA,NA,0.6,0.77,0.0432830061052111,1.327,2.787,0.37249380165638,-0.981,1.092,0.528804025462851,6.477,6.921,0.113192490935939,"Non-singular",0,NA
"94","IL1R2",123930.632790726,9.30282839141133,5.40080045681179e-05,54.3491280185347,0.741439134611207,NA,NA,NA,NA,0.727,0.756,0.00730636450962945,-0.105,0.105,0.0533522219188723,41.435,67.264,6.58908177689687,9.143,9.463,0.0816772830232805,"Non-singular",1,NA
"95","OASL1",56097.5814317043,6.21188068763684,1.82605164932128,3.2154229038438,0.756027943018325,NA,NA,NA,NA,0.688,0.824,0.0344756729849828,1.325,2.327,0.255701437820911,-0.482,6.913,1.88639825900452,6.024,6.4,0.095953087797235,"Non-singular",0,NA
"96","MS4A4C",51999.723811015,5.70628920963109,4.04178740150011,13.8049586844717,0.757653604176249,NA,NA,NA,NA,0.727,0.788,0.0156535969909592,3.403,4.681,0.325998960931372,7.218,20.392,3.36084255178576,5.521,5.891,0.0943380178584138,"Non-singular",0,NA
"97","GM14446",45245.0106319645,4.38282644232446,3.42956674952406,10.54589800176,0.761746210701254,NA,NA,NA,NA,0.716,0.808,0.0234801169804551,2.679,4.18,0.382972367238729,2.928,18.164,3.88688425403536,4.202,4.563,0.0920435845578979,"Non-singular",0,NA
"98","MT1",87402.240239781,7.13680899457782,99,0.519226430132679,0.052251080265336,NA,NA,NA,NA,-0.063,0.167,0.0587416320002673,-407.279,605.279,258.305500819383,0.375,0.664,0.0737039758944824,6.903,7.37,0.119115508168114,"Non-singular",0,NA
"99","NUP62-IL4I1",83426.6436869805,8.34521792667643,0.312838494580505,13.5980096172451,0.476768639149606,NA,NA,NA,NA,0.457,0.496,0.00986116463342782,-0.106,0.732,0.21386506075234,11.614,15.582,1.01242279557754,8.163,8.527,0.0928025136207025,"Non-singular",1,NA
"100","FAM60A",97391.151429815,8.27632705072647,0.22119562391234,18.9263292163131,0.623474786397601,NA,NA,NA,NA,0.602,0.645,0.0108503291084125,0.023,0.42,0.10121088636597,15.11,22.743,1.94709869990388,8.115,8.438,0.0823513432813077,"Non-singular",1,NA
