"","gene_index","negative_log_likelihood","mu","k1","k2","t0","phi","sd","alpha","beta","t0_lower","t0_upper","t0_std","k1_lower","k1_upper","k1_std","k2_lower","k2_upper","k2_std","mu_lower","mu_upper","mu_std","Fisher","Transform","Design_para"
"2245","EIF2B3",7287.83950193477,2.83400503851948,14.717406840961,6.02695865734365,0.141053803021907,NA,NA,NA,NA,0.057,0.225,0.0426734539741088,-27.702,57.136,21.6423489314,3.987,8.067,1.0407618657652,2.521,3.147,0.15953524335865,"Non-singular",0,NA
"2246","CLEC4A2",28030.7395954951,5.34355273611397,0.234164623275497,2.90845690441352,0.502587467730344,NA,NA,NA,NA,0.411,0.594,0.0467988226671981,-0.348,0.816,0.296957238247302,1.448,4.369,0.745346324403096,5.177,5.51,0.0850573884515827,"Non-singular",0,NA
"2247","SLC1A5",7515.03094459582,3.29037578322573,16.5995256909047,4.28952899175368,0.24832666449321,NA,NA,NA,NA,0.198,0.299,0.0258876647011677,0.728,32.471,8.09759074408812,3.311,5.268,0.499466545979688,3.107,3.474,0.0935010334127007,"Non-singular",0,NA
"2248","SDAD1",17025.969708501,5.43562256043526,0.215949474123424,13.975912980957,0.923052170174519,NA,NA,NA,NA,0.658,1.188,0.135092728936226,0.035,0.397,0.09219233858427,-109.2,137.151,62.8446590739827,5.266,5.605,0.0864282232270356,"Non-singular",1,NA
"2249","TMEM115",6210.90436264725,1.86811108370444,3.48168789413462,0.451451781959316,0.208472009987274,NA,NA,NA,NA,-0.263,0.68,0.240559388289599,-24.382,31.345,14.2159442554772,-0.231,1.134,0.348109067044479,1.723,2.014,0.0742867570989667,"Non-singular",0,NA
"2250","MFSD10",15906.8155596527,5.55233268377823,0.0292746129351249,1.51006843603412,0.96177293183521,NA,NA,NA,NA,-2.67,4.594,1.85301520927759,-0.222,0.28,0.128129431637238,-381.473,384.493,195.39961413047,5.305,5.8,0.126224026193835,"Non-singular",1,NA
"2251","CTNNB1",41490.6434395425,4.85414958460209,25.5804919290633,0.18641565798961,0.113634831858329,NA,NA,NA,NA,-0.065,0.292,0.0911646570643184,-72.214,123.375,49.8952595576392,0.051,0.322,0.0690352012624057,4.698,5.01,0.0794699564417205,"Non-singular",0,NA
"2252","ME2",38271.2162872381,6.39006005381177,0.33847200446477,52.2521227232589,0.946340916145006,NA,NA,NA,NA,0.841,1.051,0.0535116660217113,0.211,0.466,0.0649539112479006,-202.487,306.991,129.968917223308,6.223,6.557,0.0850716748833615,"Non-singular",1,NA
"2253","CHCHD5",24693.6909968988,5.50810993102185,0.347315843101733,3.77981145186664,0.744584260961386,NA,NA,NA,NA,0.619,0.87,0.0638667563409956,0.09,0.604,0.131105997610511,-1.796,9.356,2.84498008890571,5.36,5.656,0.0756600192788175,"Non-singular",1,NA
"2254","NR2C2AP",7507.59392115191,2.07425712182515,0.259946962355121,1.25077019592134,0.304345696240117,NA,NA,NA,NA,-0.018,0.626,0.164349790830795,-5.206,5.726,2.78874170533826,-0.129,2.631,0.704165618355103,1.882,2.267,0.0981573622825162,"Non-singular",0,NA
"2255","CPNE1",9652.71577607333,2.39510010218193,0.0277365752860565,22.170625415589,0.92335890943238,NA,NA,NA,NA,0.5,1.346,0.215859659412015,-0.185,0.241,0.108623318558732,-278.229,322.57,153.265222710118,2.256,2.534,0.0709799225942803,"Non-singular",0,NA
"2256","SMC2",43145.8691963603,5.8070335133805,0.675874953692408,0.809794263706047,0.685834030264341,NA,NA,NA,NA,0.491,0.881,0.0993942452523199,0.126,1.226,0.280725997449944,-1.205,2.824,1.02789783004497,5.633,5.981,0.0885597526860512,"Non-singular",1,NA
"2257","ZFP639",12091.7904583578,2.79816590639886,1.16190989586092,1.28149057156061,0.533504651171131,NA,NA,NA,NA,0.31,0.757,0.114267861518419,-0.558,2.882,0.877566277280461,-0.605,3.168,0.962469183548791,2.665,2.931,0.0680147128668998,"Non-singular",0,NA
"2258","FAM172A",18938.9553945828,5.37188845138897,5.85434134181873,0.110591245975598,0.385399840374291,NA,NA,NA,NA,0.306,0.465,0.0407612793043873,1.69,10.019,2.1247337973535,-0.119,0.341,0.117385337629788,5.219,5.525,0.0780261992481422,"Non-singular",1,NA
"2259","KIF3A",6990.67449578988,2.14665394290014,0.593332993023486,19.294717527907,0.553010550782312,NA,NA,NA,NA,0.495,0.611,0.0294407608808733,-0.423,1.61,0.518751682469908,9.651,28.939,4.92049179559087,1.995,2.298,0.0772506031984329,"Non-singular",0,NA
"2260","PRKAB1",7393.45521668671,1.94013514945163,1.05020867765875,0.0683076677783321,0.313270812155987,NA,NA,NA,NA,-0.76,1.387,0.547654194750919,-10.693,12.794,5.99161733261366,-0.435,0.572,0.256964810281015,1.817,2.063,0.0627150731693001,"Non-singular",0,NA
"2261","DGCR2",8701.435712844,5.04800133400401,0.135915276267047,5.41143981048616,0.989986217712582,NA,NA,NA,NA,-0.272,2.252,0.643857881603306,-0.234,0.506,0.18892838657513,-3382.269,3393.092,1728.40821923552,4.693,5.403,0.181366865408407,"Non-singular",1,NA
"2262","NUP85",52800.9837654609,7.03809796198324,10.5358328020306,0.054919052080169,0.386900844389465,NA,NA,NA,NA,0.347,0.427,0.0204322100090599,6.488,14.583,2.06506700491796,-0.115,0.225,0.0867893000442069,6.881,7.195,0.0800204519871347,"Non-singular",1,NA
"2263","FAM32A",75013.7326166941,4.25497569746515,0.913602210979084,5.67415719093681,0.543956336875026,NA,NA,NA,NA,0.477,0.611,0.0341522441361293,0.191,1.637,0.368856497013844,3.208,8.14,1.25817016078956,4.1,4.41,0.0790768856868603,"Non-singular",1,NA
"2264","GSDMD",71775.9290308817,6.23647651604836,0.653030004229064,1.94723361121343,0.603575671877735,NA,NA,NA,NA,0.489,0.718,0.0583256195213651,0.175,1.131,0.243988593595733,0.281,3.614,0.850355161731776,6.093,6.38,0.0732155106701559,"Non-singular",1,NA
"2265","D930015E06RIK",48725.2467257633,6.69783614851514,0.162873101513366,10.671451110196,0.626736912410827,NA,NA,NA,NA,0.589,0.665,0.0192702015078932,-0.076,0.402,0.122046231615188,7.278,14.065,1.73119654692207,6.539,6.857,0.0812597738344956,"Non-singular",1,NA
"2266","DPAGT1",12335.881469801,3.37049370821435,4.30301052339292,0.965941621064531,0.200219284587877,NA,NA,NA,NA,0.012,0.389,0.0962631212968821,-12.51,21.116,8.5782804371419,0.407,1.525,0.285309268026622,3.177,3.564,0.0986575389139118,"Non-singular",0,NA
"2267","5330426P16RIK",16058.5549678182,3.06470200396091,0.192766313514965,-1.89473491125969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",0,NA
"2268","FAM96B",29504.4337513619,4.46617869309542,2.23806729412211,0.00319223039935126,0.437907294089618,NA,NA,NA,NA,0.252,0.624,0.0948482624434732,-0.72,5.196,1.5092536588958,-0.319,0.325,0.164181982779654,4.307,4.626,0.0813510588469107,"Non-singular",0,NA
"2269","PLEKHA3",8526.38512565421,2.37664320282858,6.00279279615521,0.517374876452326,0.24411972473439,NA,NA,NA,NA,0.021,0.467,0.113675642491572,-13.265,25.27,9.83033276817178,0.036,0.998,0.245441295272021,2.242,2.511,0.0684909415060152,"Non-singular",0,NA
"2270","2210404O07RIK",8169.83610885072,5.66420583168178,0.00949202054165469,62.0023822152597,0.967743692604703,NA,NA,NA,NA,0.77,1.165,0.100848060389646,-0.076,0.095,0.0438138316777689,-782.383,906.388,430.80897229386,5.509,5.819,0.0790274131640331,"Non-singular",1,NA
"2271","PTAFR",11404.308144434,2.57141722869028,0.849563302210888,15.1041930275858,0.587656842222134,NA,NA,NA,NA,0.527,0.648,0.0308447492058156,0.036,1.663,0.415087716734671,7.6,22.609,3.82882184340364,2.422,2.72,0.076056769418035,"Non-singular",0,NA
"2272","ASB13",7553.4681519125,3.23831398048214,3.37569599359645,7.58015717435772,0.965317476636987,NA,NA,NA,NA,0.842,1.088,0.0627675079290296,2.14,4.611,0.630459595099057,-369.277,384.437,192.27389770394,2.863,3.613,0.191403740596871,"Non-singular",0,NA
"2273","1110002B05RIK",64492.2595623296,6.36708685370115,13.3370495116989,1.12135108180422,0.666114769051883,NA,NA,NA,NA,0.64,0.692,0.0131333117231872,10.929,15.745,1.22854169464548,0.014,2.229,0.564880074903345,6.138,6.596,0.116706894503948,"Non-singular",1,NA
"2274","AMZ1",15759.6270912969,5.74300318780948,3.25825317102388,0.0636021193965588,0.469786366491605,NA,NA,NA,NA,0.375,0.564,0.048207689960896,1.159,5.357,1.07083352294293,-0.241,0.368,0.155469853153292,5.58,5.906,0.0833332500834479,"Non-singular",1,NA
"2275","CDC42BPA",21225.1650464543,5.83850618172131,0.0758644829638451,52.8989508873171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",1,NA
"2276","GIN1",7104.11135988359,3.1598908479083,32.587006301017,3.34490864074249,0.0635535401204382,NA,NA,NA,NA,-0.075,0.202,0.0706850091905111,-213.923,279.097,125.770187973912,2.073,4.617,0.649110781519028,2.688,3.632,0.240757531634081,"Non-singular",0,NA
"2277","SEMA6D",38946.2602537826,6.15303226759477,4.13283219974412,0.879554462089369,0.399439397813972,NA,NA,NA,NA,0.329,0.47,0.0360669874748429,1.493,6.773,1.34684417051066,0.512,1.247,0.187375237515138,6.01,6.296,0.0729225781711121,"Non-singular",1,NA
"2278","RBM10",13414.1386707979,5.40277914741455,5.9385610367768,0.0759278210749607,0.278272463148792,NA,NA,NA,NA,0.166,0.391,0.0573652024173335,-2.206,14.083,4.15540408358279,-0.079,0.231,0.079027425092704,5.255,5.55,0.0751526763322636,"Non-singular",1,NA
"2279","GPATCH4",8905.29471771584,5.43146814324782,0.121196499573497,0.399716310498961,0.687653955614623,NA,NA,NA,NA,-0.019,1.394,0.360622536654,-0.281,0.524,0.205329209269791,-2.429,3.229,1.44333345929133,5.285,5.578,0.0748632485211979,"Non-singular",1,NA
"2280","KLHL6",6897.13989854884,3.11120681267733,15.9367251087159,3.48922997522231,0.120090093766181,NA,NA,NA,NA,0.017,0.223,0.0526955757115964,-40.864,72.737,28.9798327309493,2.359,4.619,0.576408689242041,2.791,3.431,0.163171550151183,"Non-singular",0,NA
"2281","2700097O09RIK",8572.1906940498,1.24405782846022,0.0348248281422718,-7.40341444674405,0.99785879854392,NA,NA,NA,NA,-14.47,16.466,7.8919252646059,-1.096,1.165,0.576871163555821,-85248.92,85234.113,43490.5696289754,0.96,1.528,0.145067349528408,"Non-singular",0,NA
"2282","CDC73",7394.06621876993,2.47417995865829,-2.50147620797173,0.514880452600715,0.0675237660363678,NA,NA,NA,NA,-0.624,0.759,0.352614768102503,-32.325,27.322,15.2160417466443,-0.252,1.281,0.391099898821822,2.124,2.824,0.178586282966548,"Non-singular",0,NA
"2283","TUSC3",11667.3789698303,3.46672941354216,6.28642555469235,0.90459646361688,4.25840470428737e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",0,NA
"2284","SDCCAG8",37840.2394722292,6.09065317018735,0.0996617290686792,92.2678508288263,0.965933365752668,NA,NA,NA,NA,0.853,1.079,0.0575148128804132,0.011,0.188,0.0451101088156471,-604.586,789.121,355.537550444793,5.935,6.247,0.0795759164878947,"Non-singular",1,NA
"2285","VHL",24274.6262467469,5.39766015951774,0.074816111649433,5.70422428755795,0.9229126137189,NA,NA,NA,NA,0.262,1.584,0.337157961664381,-0.087,0.237,0.0826971895807519,-117.81,129.219,63.0175085738117,5.235,5.56,0.0829373379735477,"Non-singular",1,NA
"2286","AGXT2L2",10426.5108396951,2.03328483075024,0.214003587139113,9.81894072391767,0.686850503281396,NA,NA,NA,NA,0.561,0.812,0.0639589824664062,-0.349,0.777,0.287176943446563,-1.973,21.611,6.01618347107924,1.895,2.171,0.0703833658264944,"Non-singular",0,NA
"2287","GSTT2",8052.86199014878,5.20513229755512,0.0776293261278795,0.833445350381922,0.653315994956035,NA,NA,NA,NA,0.22,1.087,0.221112457827305,-0.24,0.395,0.161934580510113,-2.05,3.717,1.47103258589843,5.058,5.352,0.0748451703680204,"Non-singular",1,NA
"2288","2610029I01RIK",23648.9099886112,5.57112000137709,0.2175530175524,-38.4774080933733,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",1,NA
"2289","FBXO34",6031.36551211723,2.47172420835942,0.180289192074879,1.04283120528086,0.108075645770752,NA,NA,NA,NA,-0.24,0.456,0.177498701105145,-54.407,54.768,27.8506251337565,0.174,1.911,0.443128502014609,2.148,2.796,0.165356093376434,"Non-singular",0,NA
"2290","TBL1X",19873.2347589667,5.16925819787583,0.0199142002680972,24.6497869547318,0.920292767718216,NA,NA,NA,NA,0.737,1.103,0.0933783075594819,-0.087,0.127,0.0544469447130837,-115.267,164.567,71.3863078115406,5.018,5.321,0.0771827523434034,"Non-singular",1,NA
"2291","RANK",25297.0871755063,5.87473194958136,1.21902115092139,1.11908230811379,0.417382033231571,NA,NA,NA,NA,0.298,0.537,0.0610229979107369,-0.27,2.708,0.759898321584958,0.487,1.751,0.322293218254163,5.724,6.025,0.0768019041886046,"Non-singular",1,NA
"2292","BIN1",9128.59339674832,3.46071719708773,0.0254214252816247,30.5629393351341,0.359856839414363,NA,NA,NA,NA,0.327,0.393,0.0169035305410393,-2.123,2.174,1.09620419807782,20.04,41.086,5.36903932327936,3.237,3.685,0.114358451123699,"Non-singular",0,NA
"2293","TRMT11",8031.52037938516,1.9107513552226,0.000225310337304094,28.5970894656836,0.971662301170121,NA,NA,NA,NA,-0.467,2.41,0.733979065464409,-0.218,0.219,0.111537730329773,-3068.969,3126.163,1580.39074499828,1.775,2.047,0.0693772763840223,"Non-singular",0,NA
"2294","FAM13B",15146.3591842861,5.27506648299332,0.0807674375465106,14.7869319195576,0.899843224542234,NA,NA,NA,NA,0.71,1.09,0.0970409277404633,-0.042,0.204,0.0627689362942968,-56.524,86.098,36.3833487047078,5.125,5.425,0.0763523961668474,"Non-singular",1,NA
"2295","STARD8",9580.30130658604,2.74106464315796,0.982752056172072,25.988218785301,0.932442340217511,NA,NA,NA,NA,0.71,1.155,0.113711101998629,0.38,1.586,0.307731643371593,-214.665,266.642,122.782356983076,2.521,2.961,0.112367860416948,"Non-singular",0,NA
"2296","ZSWIM4",19949.5498413447,5.60773936420693,0.0793880842437312,62.5476804003231,0.947849780419884,NA,NA,NA,NA,0.835,1.061,0.0577775835206811,-0.018,0.176,0.0494570249896781,-268.222,393.317,168.759945234329,5.454,5.762,0.0784597364638644,"Non-singular",1,NA
"2297","UQCR11",62494.4164544206,7.11569139694715,9.33747380065884,0.580233629127077,0.222767115106478,NA,NA,NA,NA,0.156,0.29,0.0343187837952354,-0.674,19.349,5.10781590883941,0.414,0.746,0.0846070006871269,6.966,7.265,0.0764022340694347,"Non-singular",0,NA
"2298","DCI",8617.16178866236,2.95560455337293,93.1330656566153,5.14977553401484,0.18238737404611,NA,NA,NA,NA,0.145,0.22,0.0190890103703493,-7.906,194.172,51.5503274724443,4.147,6.152,0.511543177646793,2.762,3.149,0.0988321976911127,"Non-singular",0,NA
"2299","RBL1",10317.1292920159,2.94929053126404,1.29235050208086,1.62239801175084,0.803436547280188,NA,NA,NA,NA,0.606,1.001,0.100829457962964,0.42,2.164,0.444837390416617,-7.708,10.953,4.76037367805397,2.75,3.149,0.101647437036902,"Non-singular",0,NA
"2300","AHNAK2",6602.65135073972,3.04952093524048,8.10468860489317,13.914391628369,0.352322627298637,NA,NA,NA,NA,0.312,0.392,0.0204585156863718,2.927,13.282,2.64147827749548,9.699,18.129,2.15054269585146,2.856,3.243,0.0989195938003942,"Non-singular",0,NA
"2301","HBXIP",45736.1095692235,5.40326533878717,1.44020714746809,0.258980869083703,0.313783647939224,NA,NA,NA,NA,0.048,0.58,0.135740286140634,-2.951,5.831,2.24023238767323,-0.041,0.559,0.153126459371417,5.261,5.545,0.0724256123371912,"Non-singular",0,NA
"2302","FASTKD3",8976.0623878625,2.12215310264267,14.7919749196026,1.21396585968136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",0,NA
"2303","CDK5",10406.2397497256,2.550468899645,0.662580011210185,0.940238756467999,0.345219190612161,NA,NA,NA,NA,0.017,0.674,0.167505290918093,-3.386,4.711,2.06551220598208,-0.223,2.104,0.593516879727827,2.381,2.72,0.0863508534034503,"Non-singular",0,NA
"2304","MSTO1",23955.668990781,6.00395238407692,0.0532587806961651,7.43286286769031,0.820771280605001,NA,NA,NA,NA,0.704,0.937,0.0595088671389707,-0.079,0.185,0.067265493709347,-5.799,20.665,6.75118830376856,5.848,6.16,0.0795746681112664,"Non-singular",1,NA
"2305","0610011F06RIK",9834.28476259496,5.68570365201418,0.0572379474777576,25.4585262438878,0.90239020057293,NA,NA,NA,NA,0.789,1.016,0.0578487277623886,-0.048,0.163,0.0539116988128728,-49.938,100.855,38.4676134163616,5.535,5.837,0.0770492648029048,"Non-singular",1,NA
"2306","TMEM85",88643.7443600082,6.46856166185103,7.32597995439799,12.8003701569625,0.667112557208277,NA,NA,NA,NA,0.645,0.689,0.0112901508400626,6.275,8.377,0.536282291425687,9.506,16.095,1.68094757770664,6.282,6.656,0.095424668371153,"Non-singular",1,NA
"2307","TM9SF1",9772.90518711265,2.96404138205135,2.28123818258381,1.99970828044662,0.3372127246785,NA,NA,NA,NA,0.204,0.47,0.0679120869737737,-2.385,6.948,2.38077302754404,0.931,3.069,0.545457410172639,2.795,3.133,0.0861025464662795,"Non-singular",0,NA
"2308","RARS2",19704.949810591,6.10779687562949,0.0655798309122698,6.35217915617242,0.979234758586744,NA,NA,NA,NA,-0.963,2.922,0.99105506802406,-0.216,0.347,0.143815640303361,-1394.566,1407.271,714.754333330579,5.791,6.425,0.161741239508452,"Non-singular",1,NA
"2309","BC085231",34990.99163533,6.03514917779634,0.102941765695371,58.8723489980568,0.940106388099389,NA,NA,NA,NA,0.844,1.036,0.0490249718004715,0.009,0.197,0.0477757263987379,-175.263,293.008,119.456981636943,5.881,6.189,0.0784136975250198,"Non-singular",1,NA
"2310","KCTD10",44493.497086549,6.14734020817316,0.439064077996643,0.802772904731228,0.601155801878269,NA,NA,NA,NA,0.378,0.824,0.113816469907716,-0.112,0.99,0.28114446472466,-0.578,2.184,0.704575810817353,6.004,6.29,0.0729112752189512,"Non-singular",1,NA
"2311","FDX1",4879.47357314069,2.39417053989839,13.7579811898849,23.4186264248979,0.363982317834221,NA,NA,NA,NA,0.326,0.402,0.0195733920278272,6.048,21.468,3.93346586564259,14.397,32.44,4.60264481720824,2.203,2.585,0.09732030258264,"Non-singular",0,NA
"2312","RIC8",22427.6987367058,5.54843006180862,0.274256421052234,19.9769066921513,0.936519402974963,NA,NA,NA,NA,0.708,1.165,0.11643360980005,0.089,0.46,0.0946145821204033,-163.579,203.533,93.6508692348444,5.369,5.728,0.0917513352082123,"Non-singular",1,NA
"2313","METTL3",7949.13427976973,2.28797883366061,1.14521310320842,11.6151402614607,0.961713649864703,NA,NA,NA,NA,0.639,1.284,0.164558978046221,0.225,2.065,0.469388116391003,-471.212,494.443,246.340549721652,1.991,2.585,0.151391231000717,"Non-singular",0,NA
"2314","CMAS",14492.2106417897,3.40832253132884,8.09128795840509,0.543739204514562,0.202916794262934,NA,NA,NA,NA,0.032,0.374,0.087393563110587,-14.672,30.855,11.6139014974257,0.201,0.887,0.174991853650489,3.259,3.558,0.0762707769552848,"Non-singular",0,NA
"2315","RPA1",28858.0801068807,6.15031086949673,0.117632733402095,38.3914010449637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",1,NA
"2316","1810030O07RIK",29309.4748674698,5.80260152082019,0.196331841689472,2.30514060978015,0.889352559743912,NA,NA,NA,NA,0.409,1.37,0.245174772347288,-0.073,0.465,0.137292158415933,-28.249,32.859,15.5889352497861,5.604,6.001,0.101355028199786,"Non-singular",1,NA
"2317","SIAH1A",6629.3665431016,2.19134284727476,0.648311651436469,1.1043225430091,0.356226614241868,NA,NA,NA,NA,0.028,0.684,0.167392140035321,-3.427,4.724,2.07922969221806,-0.293,2.501,0.712802309158914,2.027,2.355,0.0836096385054231,"Non-singular",0,NA
"2318","PVR",9627.45347732545,3.14821578783105,0.912450784888409,25.4546617134857,0.998616340321562,NA,NA,NA,NA,0.655,1.343,0.175480001926685,0.2,1.625,0.363461264432822,-232702.855,232753.765,118738.93360344,2.769,3.528,0.193526206530658,"Non-singular",0,NA
"2319","NOL12",21390.8407280612,5.55577781078188,0.100719400392715,58.3506465556866,0.978896472446162,NA,NA,NA,NA,0.262,1.696,0.365799148477843,-0.081,0.282,0.0925123632223537,-4010.98,4127.681,2076.18899722613,5.352,5.76,0.104031752877071,"Non-singular",1,NA
"2320","GATAD2B",23120.9791507991,5.56976142205615,0.320465302134308,0.311440703591456,0.530387827679484,NA,NA,NA,NA,0.093,0.967,0.222975601310343,-0.571,1.211,0.454606854259389,-0.577,1.2,0.453416656498086,5.431,5.708,0.0707472473647816,"Non-singular",1,NA
"2321","AGPAT3",7794.22072064302,2.8518874648399,30.2592388399917,7.67606446763397,0.187084713592845,NA,NA,NA,NA,0.136,0.238,0.0259043134911676,-6.572,67.091,18.7916126947726,5.612,9.74,1.05285649669765,2.626,3.078,0.11515251732062,"Non-singular",0,NA
"2322","SLC26A2",11824.4702826173,5.17752065022006,0.169510929205454,0.328304787757159,0.473396907962455,NA,NA,NA,NA,-0.083,1.03,0.283888195145755,-0.779,1.118,0.484070994064887,-0.582,1.239,0.46466660828349,5.029,5.326,0.0756510364163658,"Non-singular",1,NA
"2323","RCOR1",18168.2105088355,5.59471137960184,0.174907346030128,33.9646757542972,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",1,NA
"2324","ZCCHC10",8997.02216540756,2.70097761262588,4.82150948539936,2.747745277521,0.25926340094923,NA,NA,NA,NA,0.156,0.363,0.0527787532093076,-5.531,15.174,5.28192983772447,1.688,3.807,0.540436430962055,2.514,2.888,0.0954922809756194,"Non-singular",0,NA
"2325","MTCP1",7583.12048033475,1.73467665111897,0.559247579362561,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",0,NA
"2326","GOLGA5",9828.54857232317,2.30473968212059,0.0245651435985332,17.1688040829962,0.947943500451903,NA,NA,NA,NA,0.075,1.821,0.445302347006119,-0.187,0.236,0.108008798039423,-669.717,704.055,350.452075254737,2.166,2.444,0.0710353788403675,"Non-singular",0,NA
"2327","VDR",7866.40141090366,5.05105487529689,0.187178897074817,5.34411820873248,0.946556157608616,NA,NA,NA,NA,0.278,1.615,0.340860098444638,-0.12,0.495,0.156957591794736,-187.545,198.234,98.4130090755289,4.803,5.299,0.126467867305086,"Non-singular",1,NA
"2328","PPIF",26973.6855634001,6.13389758599803,1.55487050180645,0.15778342304186,0.426826768137813,NA,NA,NA,NA,0.247,0.607,0.0917026332412646,-0.533,3.643,1.06528168611915,-0.125,0.441,0.144419391233957,5.986,6.282,0.0754607704953119,"Non-singular",1,NA
"2329","ZFP259",10435.7292339845,5.0077871620177,0.114741919453846,4.88396947547677,0.857354340464132,NA,NA,NA,NA,0.565,1.149,0.148972836216579,-0.06,0.289,0.0889373124878816,-21.914,31.682,13.6723328466091,4.861,5.155,0.0749662308826262,"Non-singular",1,NA
"2330","AK039862",8260.85478612368,5.35346650676335,0.037109329577333,15.2370328075563,0.918680814886271,NA,NA,NA,NA,0.652,1.186,0.136307274318898,-0.071,0.145,0.0552534886142792,-108.33,138.805,63.0446593131724,5.203,5.504,0.0767931929872367,"Non-singular",1,NA
"2331","AK162666",6517.6993762337,2.55055418981895,15.0601821462833,5.19406119345392,0.214987283182753,NA,NA,NA,NA,0.149,0.281,0.0338658296857904,-7.295,37.415,11.4055561674813,3.658,6.73,0.783580263244828,2.349,2.752,0.102663310945057,"Non-singular",0,NA
"2332","CD93",10530.4334264308,4.3448495618953,2.84358502866295,7.85092642102023,0.312289694980466,NA,NA,NA,NA,0.27,0.355,0.0216956882130464,-0.624,6.311,1.76899677914331,6.078,9.624,0.904444282793973,4.126,4.564,0.111778809847115,"Non-singular",0,NA
"2333","LSS",16050.3035372286,5.80494834334733,0.101239021644256,26.9516697566513,0.945035567136911,NA,NA,NA,NA,0.723,1.167,0.113350132062522,-0.007,0.21,0.0553156379562671,-238.791,292.695,135.583094016657,5.649,5.96,0.0793495221986125,"Non-singular",1,NA
"2334","E030037K03RIK",12382.5059805472,4.00633507468095,4.95512608037908,3.38580361257147,0.693493599481852,NA,NA,NA,NA,0.637,0.75,0.0289418556107386,3.561,6.35,0.711539961814471,0.341,6.431,1.55369183533277,3.809,4.204,0.100830892498847,"Non-singular",0,NA
"2335","RIOK2",7723.70396261197,5.22440311295165,0.0344578491460272,24.6919280339343,0.890350822149532,NA,NA,NA,NA,0.787,0.994,0.0528463227427527,-0.081,0.15,0.059032462220553,-35.882,85.266,30.9050233799037,5.073,5.376,0.0771126930173224,"Non-singular",1,NA
"2336","ERGIC3",81416.3680450424,6.1825491020807,1.15902804071049,20.9980518709855,0.715602296381232,NA,NA,NA,NA,0.686,0.745,0.0148907248521768,0.89,1.428,0.137480597172842,13.421,28.575,3.86589398248676,6.023,6.342,0.081395758681199,"Non-singular",1,NA
"2337","GM5506",10518.9782030918,2.82864308547339,0.653543909084705,28.7373266548514,0.741528158379403,NA,NA,NA,NA,0.691,0.792,0.0256282871338879,0.25,1.057,0.205710329176382,8.978,48.497,10.0813815411453,2.678,2.979,0.0766415582215686,"Non-singular",0,NA
"2338","SNX7",7546.9294523229,2.44819092211477,29.3175436637058,1.26540082145664,0.18016732801019,NA,NA,NA,NA,0.082,0.278,0.0498610045184542,-25.952,84.587,28.1986457430809,0.792,1.739,0.241619630926785,2.297,2.599,0.0769883891622257,"Non-singular",0,NA
"2339","C5AR1",8057.68923187369,2.2976873775177,-33.3234983266193,1.53408725451952,0.0996855439615259,NA,NA,NA,NA,0.009,0.19,0.0463306168029357,-95.674,29.027,31.8114621062286,1.173,1.895,0.184182235366998,2.134,2.462,0.0837510700144989,"Non-singular",0,NA
"2340","U2AF1L4",60287.7915448515,5.91027286907436,0.0769082613290111,1.68190439292909,0.964372612748596,NA,NA,NA,NA,-0.679,2.608,0.838521362007944,-0.212,0.366,0.147493120819779,-275.641,279.005,141.491358424925,5.614,6.207,0.151191578051807,"Non-singular",1,NA
"2341","PSMD10",29631.7112583843,4.37310430726849,0.0906660021252889,19.3168609544044,0.917537913448295,NA,NA,NA,NA,0.671,1.164,0.125744776449472,-0.053,0.235,0.0735297677350272,-124.714,163.348,73.4853052196353,4.223,4.523,0.0764133988390558,"Non-singular",0,NA
"2342","PIGY",10768.2062154156,5.1620460297097,0.0250970647606508,11.5883157680714,0.880912804498403,NA,NA,NA,NA,0.695,1.067,0.0948704875692803,-0.096,0.146,0.0615426158785781,-34.949,58.125,23.7433693753077,5.012,5.312,0.0767459955280073,"Non-singular",1,NA
"2343","RFC5",7011.94752276724,3.43379014119821,-20.9539889511019,3.15293205805064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singular",0,NA
"2344","BC025885",31589.2076305642,4.65371198177801,2.51556920105047,1.73806202933855,0.513725896733608,NA,NA,NA,NA,0.427,0.6,0.0441188706352559,1.018,4.014,0.76427216735024,0.714,2.762,0.522555302588468,4.51,4.798,0.0735137655757108,"Non-singular",0,NA
